Cik,Ticker,MultipleTickers,CompanyName
"886475","CMKG","CMKG","mktg, inc."
"1084869","FLWS","FLWS","1 800 FLOWERS COM INC"
"1118974",,,"30DC, INC."
"1556753",,,"3D PIONEER SYSTEMS, INC."
"1453122",,,"3DX Industries, Inc."
"1221554",,,"3Power Energy Group Inc."
"812149",,,"Regional Brands Inc."
"1400683",,,"4th Grade Films Inc"
"1023731","EGHT","EGHT","8X8 INC /DE/"
"1011290","NDN","NDN","99 CENTS ONLY STORES LLC"
"1539778",,,"A&C United Agriculture Developing Inc."
"1591588","AMRK","AMRK","A-Mark Precious Metals, Inc."
"1750","AIR","AIR","AAR CORP"
"1400000",,,"ABAKAN, INC"
"881890","ABAX","ABAX","ABAXIS INC"
"815094","ABMD","ABMD","ABIOMED INC"
"771497","ABM","ABM","ABM INDUSTRIES INC /DE/"
"1002360",,,"ABSOLUTE POTENTIAL, INC."
"1542624",,,"ACCELERATED ACQUISITIONS XIX"
"1143908",,,"ACCENTURE SCA"
"1138723","ARAY","ARAY","ACCURAY INC"
"2034","ACET","ACET","ACETO CORP"
"1580883",,,"ACEWAY CORP."
"1429896",,,"ACTIVECARE, INC."
"6955","ATU","ATU","ACTUANT CORP"
"1144215","AYI","AYI","ACUITY BRANDS INC"
"733269","ACXM","ACXM","ACXIOM CORP"
"874292","AEY","AEY","ADDVANTAGE TECHNOLOGIES GROUP INC"
"865415","ADEP","ADEP","ADEPT TECHNOLOGY INC"
"1439237",,,"ADGS Advisory, Inc."
"849401",,,"ADM TRONICS UNLIMITED INC/DE"
"828530",,,"ADMIRAL FINANCIAL CORP"
"796343","ADBE","ADBE","ADOBE SYSTEMS INC"
"1546640","ADT","ADT","ADT Corp"
"352991","AOXY","AOXY","ADVANCED OXYGEN TECHNOLOGIES INC"
"869986","API","API","ADVANCED PHOTONIX INC"
"1157377","ABCO","ABCO","ADVISORY BOARD CO"
"868857","ACM","ACM","AECOM TECHNOLOGY CORP"
"1040470","AEHR","AEHR","AEHR TEST SYSTEMS"
"1261734","AOLS","AOLS","AEOLUS PHARMACEUTICALS, INC."
"785787","AEPI","AEPI","AEP INDUSTRIES INC"
"1487990","ARX","ARX","AEROFLEX HOLDING CORP."
"882291",,,"AETHLON MEDICAL INC"
"1403081",,,"AFFORDABLE GREEN HOMES INTERNATIONAL"
"1420033",,,"AFH ACQUISITION V, INC."
"1420034",,,"AFH ACQUISITION VI, INC."
"1420035",,,"AFH ACQUISITION VII, INC."
"1419554",,,"Bone Biologics Corp"
"1419553",,,"AFH ACQUISITION XI, INC."
"1419552",,,"AFH ACQUISITION XII, INC."
"1419556",,,"AFH Acquisition IX, Inc."
"1419560",,,"AFH Acquisition VIII, Inc."
"1090872","A","A","AGILENT TECHNOLOGIES INC"
"78749","AGYS","AGYS","AGILYSYS INC"
"2969","APD","APD","AIR PRODUCTS & CHEMICALS INC /DE/"
"353184","AIRT","AIRT","AIR T INC"
"804212","ARG","ARG","AIRGAS INC"
"1500123",,,"AIRWARE LABS CORP."
"98618","ALAN","ALAN","ALANCO TECHNOLOGIES INC"
"1449097",,,"STATIONDIGITAL CORP"
"3545","ALCO","ALCO","ALICO INC"
"1166568",,,"ALION SCIENCE & TECHNOLOGY CORP"
"1532390",,,"ALKALINE WATER Co INC"
"1362502",,,"ALL AMERICAN PET COMPANY, INC."
"889156",,,"ALLBRITTON COMMUNICATIONS CO"
"939930","AOI","AOI","ALLIANCE ONE INTERNATIONAL, INC."
"866121","OA","OA","ORBITAL ATK, INC."
"874710","AHPI","AHPI","ALLIED HEALTHCARE PRODUCTS INC"
"1387467","AOSL","AOSL","ALPHA & OMEGA SEMICONDUCTOR Ltd"
"1570937",,,"ALTAIR INTERNATIONAL CORP."
"1442999",,,"ALTEROLA BIOTECH INC."
"775057","ALTX","ALTX","ALTEX INDUSTRIES INC"
"1518548",,,"AMAZONICA, CORP."
"1444310",,,"AMBICOM HOLDINGS, INC"
"928465","DIT","DIT","AMCON DISTRIBUTING CO"
"4457","UHAL","UHAL","AMERCO /NV/"
"856984",,,"USA EQUITIES CORP."
"949982","AACS","AACS","AMERICAN COMMERCE SOLUTIONS Inc"
"1468679","CRYO","CRYO","AMERICAN CRYOSTEM Corp"
"843212",,,"AMERICAN ENERGY GROUP LTD"
"1497316",,,"AMERICAN GRAPHITE TECHNOLOGIES INC."
"5133","AM","AM","AMERICAN GREETINGS CORP"
"813389",,,"AMERICAN HOME ALLIANCE CORP"
"864270",,,"AMERICAN HONDA FINANCE CORP"
"5656","AIVN","AIVN","AMERICAN INTERNATIONAL VENTURES INC /DE/"
"1534099",,,"AMERICAN LASER HEALTHCARE Corp"
"880555",,,"AMERICAN MEDIA INC"
"1090514","AOB","AOB","AMERICAN ORIENTAL BIOENGINEERING INC"
"350832","APFC","APFC","AMERICAN PACIFIC CORP"
"932699","APGI","APGI","AMERICAN POWER GROUP Corp"
"5768","ASEI","ASEI","AMERICAN SCIENCE & ENGINEERING, INC."
"713425","AMSWA","AMSWA","AMERICAN SOFTWARE INC"
"1031896","SOYL","SOYL","AMERICAN SOIL TECHNOLOGIES INC"
"880807","AMSC","AMSC","AMERICAN SUPERCONDUCTOR CORP /DE/"
"842314",,,"AMERICAN TAX CREDIT PROPERTIES II L P"
"856135",,,"AMERICAN TAX CREDIT PROPERTIES III LP"
"830159",,,"AMERICAN TAX CREDIT PROPERTIES LP"
"897315",,,"AMERICAN TAX CREDIT TRUST SERIES I"
"794619","AMWD","AMWD","AMERICAN WOODMARK CORP"
"799850","CRMT","CRMT","AMERICAS CARMART INC"
"932628","APU","APU","AMERIGAS PARTNERS LP"
"1140859","ABC","ABC","AMERISOURCEBERGEN CORP"
"945828","AMTY","AMTY","AMERITYRE CORP"
"1554054",,,"AMPERICO CORP"
"6207","AXR","AXR","AMREP CORP."
"720500","ASYS","ASYS","AMTECH SYSTEMS INC"
"6281","ADI","ADI","ANALOG DEVICES INC"
"6284","ALOG","ALOG","ANALOGIC CORP"
"6314","ANEN","ANEN","ANAREN  INC"
"1314052","AVXL","AVXL","ANAVEX LIFE SCIENCES CORP."
"1275187","ANGO","ANGO","ANGIODYNAMICS INC"
"1539551",,,"SPORTS FIELD HOLDINGS, INC."
"1571804",,,"ANYTRANSLATION CORP"
"1060426","AXN","AXN","AOXING PHARMACEUTICAL COMPANY, INC."
"6845","APOG","APOG","APOGEE ENTERPRISES, INC."
"929887","APOL","APOL","APOLLO EDUCATION GROUP INC"
"1278752","AINV","AINV,AIB,AIY","APOLLO INVESTMENT CORP"
"1040721","APLL","APLL","APOLO GOLD & ENERGY INC."
"1490054",,,"APPIPHANY TECHNOLOGIES HOLDINGS CORP"
"320193","AAPL","AAPL","APPLE INC"
"744452","APDN","APDN","APPLIED DNA SCIENCES INC"
"109563","AIT","AIT","APPLIED INDUSTRIAL TECHNOLOGIES INC"
"6951","AMAT","AMAT","APPLIED MATERIALS INC /DE"
"711065","AMCC","AMCC","APPLIED MICRO CIRCUITS CORP"
"1568969",,,"APPYEA, INC"
"1543739",,,"APT Systems Inc"
"1584509","ARMK","ARMK","Aramark"
"710782",,,"ARBOR ENTECH CORP"
"826326","ARCW","ARCW","ARC Group Worldwide, Inc."
"719866","ACAT","ACAT","ARCTIC CAT INC"
"879796","ARIS","ARIS","ARI NETWORK SERVICES INC /WI"
"1527027",,,"ARISTOCRAT GROUP CORP."
"779544","ARKR","ARKR","ARK RESTAURANTS CORP"
"1095130",,,"ARKADOS GROUP, INC."
"1191359",,,"ARKANOVA ENERGY CORP."
"1100412","ARRY","ARRY","ARRAY BIOPHARMA INC"
"879407","ARWR","ARWR","ARROWHEAD PHARMACEUTICALS, INC."
"1173752","ARUN","ARUN","ARUBA NETWORKS, INC."
"1305014","ASH","ASH","ASHLAND INC."
"1067873",,,"AS-IP TECH INC"
"1527675",,,"ASIA PACIFIC BOILER Corp"
"1487198","ASPU","ASPU","ASPEN GROUP, INC."
"929940","AZPN","AZPN","ASPEN TECHNOLOGY INC /DE/"
"1001258","ASFI","ASFI","ASTA FUNDING INC"
"1001907","ASTC","ASTC","ASTROTECH Corp \WA\"
"731802","ATO","ATO","ATMOS ENERGY CORP"
"1530185",,,"ATVROCKN"
"8411","ATW","ATW","ATWOOD OCEANICS INC"
"826253",,,"AURA SYSTEMS INC"
"885074","ADAT","ADAT","AUTHENTIDATE HOLDING CORP"
"8670","ADP","ADP","AUTOMATIC DATA PROCESSING INC"
"866787","AZO","AZO","AUTOZONE INC"
"1441362",,,"AUTRIS"
"858803","AVNR","AVNR","AVANIR PHARMACEUTICALS, INC."
"1116521","AV","AV","AVAYA INC"
"1377789","AVNW","AVNW","AVIAT NETWORKS, INC."
"8858","AVT","AVT","AVNET INC"
"859163","AVX","AVX","AVX Corp"
"1566265",,,"AXIOM CORP."
"1399095",,,"AXIOM OIL & GAS CORP."
"8947","AZZ","AZZ","AZZ INC"
"1077800",,,"AccelPath, Inc."
"1534629",,,"Accelerated Acquisition XVII, Inc."
"1467373","ACN","ACN","Accenture plc"
"1497251","ACRO","ACRO","AcroBoo, Inc."
"1582249",,,"Active With Me Inc."
"887247","ADMP","ADMP","Adamis Pharmaceuticals Corp"
"1522222",,,"CLS Holdings USA, Inc."
"1011060",,,"AdvanSource Biomaterials Corp"
"1325740",,,"Advanced BioEnergy, LLC"
"1385799",,,"Advanced Biomedical Technologies Inc."
"1100397","ADXS","ADXS,ADXSW","Advaxis, Inc."
"1316644",,,"AeroGrow International, Inc."
"1368622","AVAV","AVAV","AeroVironment Inc"
"726293",,,"Agricon Global Corp"
"1545232",,,"Aim Exploration Inc."
"1566978",,,"Alphabet Holding Company, Inc."
"1504239",,,"Alternative Energy & Environmental Solutions, Inc."
"1446896",,,"Alternative Energy Partners, Inc."
"1574910",,,"SUCCESS ENTERTAINMENT GROUP INTERNATIONAL INC."
"1534155",,,"Ameri Metro, Inc. (formerly Yellowwood)"
"1009925",,,"American Fiber Green Products, Inc."
"1451929",,,"American Liberty Petroleum Corp."
"1401670",,,"American Magna Corp"
"1343009",,,"Cannabics Pharmaceuticals Inc."
"1415917",,,"American Nano Silicon Technologies, Inc."
"1585755",,,"American Riding Tours Inc"
"1432001",,,"American Sands Energy Corp."
"1537258",,,"Ample-Tee, Inc."
"1448301","ANCB","ANCB","Anchor Bancorp"
"1451797",,,"Anchorage International Holdings Corp."
"1431897","BNNY","BNNY","Annie's, Inc."
"1528875",,,"Anpulo Food Development, Inc."
"1500366",,,"Anpulo Food, Inc."
"1509261",,,"AntriaBio, Inc."
"1129048",,,"WeedHire International, Inc."
"1505367",,,"Apollo Acquisition Corp"
"1566243",,,"Arax Holdings Corp"
"1537561",,,"Arch Therapeutics, Inc."
"1583671",,,"Argan Beauty Corp."
"1581545",,,"Arkadia International"
"1432967",,,"As Seen On TV, Inc."
"1498301","ASNA","ASNA","Ascena Retail Group, Inc."
"1411058",,,"Asia Atlantic Resources"
"1027235",,,"Asia Travel Corp"
"1521722",,,"Atkore International Holdings Inc."
"1416183",,,"Attitude Drinks Inc."
"1083922","ARAO","ARAO","AuraSource, Inc."
"1450708",,,"Aurum, Inc."
"1315718",,,"Vapor Group, Inc."
"1441634",,,"Avago Technologies LTD"
"1561092",,,"Avangard Capital Group, Inc"
"1504388",,,"Avante Systems, Inc."
"1527702",,,"B-MAVEN, INC."
"1341878",,,"B-Scada, Inc."
"2491","BYI","BYI","BALLY TECHNOLOGIES, INC."
"1555017",,,"BAND REP MANAGEMENT, INC."
"1487197",,,"BARFRESH FOOD GROUP INC."
"890491","BKS","BKS","BARNES & NOBLE INC"
"10048","BRN","BRN","BARNWELL INDUSTRIES INC"
"1348334","CUDA","CUDA","BARRACUDA NETWORKS INC"
"749872","DFZ","DFZ","BARRY R G CORP /OH/"
"1562201",,,"BASTA HOLDINGS, CORP."
"1391137","BCSB","BCSB","BCSB Bancorp Inc."
"1124941","BECN","BECN","BEACON ROOFING SUPPLY INC"
"1423357",,,"BEAMZ INTERACTIVE INC"
"1074871",,,"BEAR LAKE RECREATION INC"
"915840","BZH","BZH","BEAZER HOMES USA INC"
"10795","BDX","BDX","BECTON DICKINSON & CO"
"886158","BBBY","BBBY","BED BATH & BEYOND INC"
"1045543",,,"BELL OIL CORP"
"1378992","BERY","BERY","BERRY PLASTICS GROUP INC"
"1557376",,,"BESPOKE TRICYCLES INC"
"1168960",,,"BI-OPTIC VENTURES INC"
"1259045",,,"BIG HEART PET BRANDS"
"93859","BH","BH","BIGLARI HOLDINGS INC."
"792641","BRLI","BRLI","BIO REFERENCE LABORATORIES INC"
"720154","BASI","BASI","BIOANALYTICAL SYSTEMS INC"
"73290","BMRA","BMRA","BIOMERICA INC"
"351346","BMET","BMET","BIOMET INC"
"875729","BNET","BNET","BION ENVIRONMENTAL TECHNOLOGIES INC"
"1365784",,,"BIOSHAFT WATER TECHNOLOGY, INC."
"715812","BSYN","BSYN","BIOSYNERGY INC"
"704384",,,"BIOVEST INTERNATIONAL INC"
"1093683",,,"BISON INSTRUMENTS INC"
"1494722",,,"Yinhang Internet Technologies Development, Inc."
"849547","BBOX","BBOX","BLACK BOX CORP"
"1308137",,,"BLACKSANDS PETROLEUM, INC."
"1419582",,,"BLUE SPHERE CORP."
"924805","BMBM","BMBM","BMB MUNAI INC"
"33769","BOBE","BOBE","BOB EVANS FARMS INC"
"1423107",,,"BOLDFACE GROUP, INC."
"354655","BOLT","BOLT","Teledyne Bolt, Inc."
"1413909",,,"BOREAL PRODUCTIONS INC."
"853566",,,"BOSTON CAPITAL TAX CREDIT FUND II LTD PARTNERSHIP"
"879555",,,"BOSTON CAPITAL TAX CREDIT FUND III L P"
"913778",,,"BOSTON CAPITAL TAX CREDIT FUND IV LP"
"835095",,,"BOSTON CAPITAL TAX CREDIT FUND LTD PARTNERSHIP"
"1267425",,,"BOSTON CAPITAL TAX CREDIT FUND V LP"
"911568",,,"BOSTON FINANCIAL TAX CREDIT FUND VIII LP"
"1073349","EPAY","EPAY","BOTTOMLINE TECHNOLOGIES INC /DE/"
"13573",,,"BOWL AMERICA INC"
"746598","BRC","BRC","BRADY CORP"
"1301075",,,"CONEXUS CATTLE CORP."
"99359","BZC","BZC","BREEZE-EASTERN CORP"
"14177","BRID","BRID","BRIDGFORD FOODS CORP"
"14195","BGG","BGG","BRIGGS & STRATTON CORP"
"703351","EAT","EAT","BRINKER INTERNATIONAL INC"
"1212641",,,"BRINX RESOURCES LTD"
"1532926",,,"BRK, Inc."
"1502952",,,"BROADCAST LIVE DIGITAL CORP."
"1383312","BR","BR","BROADRIDGE FINANCIAL SOLUTIONS, INC."
"73048",,,"BROADVIEW INSTITUTE INC"
"1009626","BRCD","BRCD","BROCADE COMMUNICATIONS SYSTEMS INC"
"933974","BRKS","BRKS","BROOKS AUTOMATION INC"
"14693","BFB","BFB","BROWN FORMAN CORP"
"14846","BRT","BRT","BRT REALTY TRUST"
"320174",,,"BSD MEDICAL CORP"
"1453883",,,"BULK STORAGE SOFTWARE, INC."
"724445","BZYR","BZYR","BURZYNSKI RESEARCH INSTITUTE INC"
"15847","BUKS","BUKS","BUTLER NATIONAL CORP"
"1481504",,,"Banjo & Matilda, Inc."
"1330421","BV","BV","Bazaarvoice Inc"
"1375554",,,"Bill The Butcher, Inc."
"1079282",,,"Bio-Matrix Scientific Group, Inc."
"1427030",,,"BioNeutral Group, Inc"
"1322505","ALBO","ALBO","ALBIREO PHARMA, INC."
"72444","AVIR","AVIR","Aviragen Therapeutics, Inc."
"1479000",,,"Black River Petroleum Corp."
"1580095",,,"Black Rock Petroleum Co"
"1378125",,,"Blink Couture Inc."
"1428389",,,"Blox, Inc."
"1574863",,,"Vopia, Inc."
"1500305",,,"Blue Spa Inc"
"1502772",,,"Blue Water Petroleum Corp."
"1299709","BOFI","BOFI","BofI Holding, Inc."
"1443242",,,"Bohai Pharmaceuticals Group, Inc."
"1556416",,,"Book It Local Inc"
"1528697",,,"Bookedbyus Inc."
"314712",,,"Boomerang Systems, Inc."
"1443646","BAH","BAH","Booz Allen Hamilton Holding Corp"
"1337182",,,"Breezer Ventures Inc."
"1378590","BLIN","BLIN","Bridgeline Digital, Inc."
"73887","BRS","BRS","Bristow Group Inc"
"1495648",,,"Brisset Beer International, Inc."
"317889","BLVT","BLVT","Bulova Technologies Group, Inc."
"356028","CA","CA","CA, INC."
"16040","CBT","CBT","CABOT CORP"
"1102934","CCMP","CCMP","CABOT MICROELECTRONICS CORP"
"16058","CACI","CACI","CACI INTERNATIONAL INC /DE/"
"16160","CALM","CALM","CAL-MAINE FOODS INC"
"1407704",,,"LINGERIE FIGHTING CHAMPIONSHIPS, INC."
"1133470","CVGW","CVGW","CALAVO GROWERS INC"
"803016","CFNB","CFNB","CALIFORNIA FIRST NATIONAL BANCORP"
"1528308",,,"IONIX TECHNOLOGY, INC."
"1553643",,,"RELMADA THERAPEUTICS, INC."
"16732","CPB","CPB","CAMPBELL SOUP CO"
"1554906",,,"Crown Baus Capital Corp."
"19446",,,"CANTEL MEDICAL CORP"
"1533357",,,"CANYON GOLD CORP."
"17313","CSWC","CSWC","CAPITAL SOUTHWEST CORP"
"1009759","CPST","CPST","CAPSTONE TURBINE Corp"
"1544238",,,"CARDAX, INC."
"1178104","DXTR","DXTR","DEXTERA SURGICAL INC"
"811222",,,"CARDIFF INTERNATIONAL INC"
"721371","CAH","CAH","CARDINAL HEALTH INC"
"1457543","CFN","CFN","CAREFUSION Corp"
"1170010","KMX","KMX","CARMAX INC"
"17843","CRS","CRS","CARPENTER TECHNOLOGY CORP"
"1016178","CARV","CARV","CARVER BANCORP INC"
"911177","CWST","CWST","CASELLA WASTE SYSTEMS INC"
"726958","CASY","CASY","CASEYS GENERAL STORES INC"
"1093430",,,"CASPIAN SERVICES INC"
"802510",,,"CASTLE HOLDING CORP"
"278166","CVCO","CVCO","CAVCO INDUSTRIES INC"
"1173738",,,"CDEX INC"
"1519955",,,"CEFC GLOBAL STRATEGIC HOLDINGS, INC."
"725363","CVM","CVM","CEL SCI CORP"
"865941","CGI","CGI","CELADON GROUP INC"
"1435064","CETX","CETX","CEMTREX INC"
"1435163",,,"CENTAURUS DIAMOND TECHNOLOGIES, INC."
"887733","CENT","CENT,CENTA","CENTRAL GARDEN & PET CO"
"1061169",,,"CEPHAS HOLDING CORP."
"1561551",,,"Enumeral Biomedical Holdings, Inc."
"1541719",,,"CH REAL ESTATE II, INC"
"19149","CHMP","CHMP","CHAMPION INDUSTRIES INC"
"771856","CSBR","CSBR","CHAMPIONS ONCOLOGY, INC."
"1581378",,,"CHANGING TECHNOLOGIES, INC."
"830524","CCF","CCF","CHASE CORP"
"15357","CSGN","CSGN","CHASE GENERAL CORP"
"1586300",,,"CHC Group Ltd."
"1409493","CIM","CIM","CHIMERA INVESTMENT CORP"
"1117171","CBAK","CBAK","CHINA BAK BATTERY INC"
"1158420","HGSH","HGSH","CHINA HGS REAL ESTATE INC."
"1413263","CJJD","CJJD","CHINA JO-JO DRUGSTORES, INC."
"1434674",,,"CHINA MEDIA INC."
"823277","CHSCP","CHSCP,CHSCL,CHSCM,CHSCN,CHSCO","CHS INC"
"936395","CIEN","CIEN","CIENA CORP"
"723254","CTAS","CTAS","CINTAS CORP"
"1439971",,,"CIRCLE STAR ENERGY CORP."
"772406","CRUS","CRUS","CIRRUS LOGIC INC"
"858877","CSCO","CSCO","CISCO SYSTEMS, INC."
"20740","CLC","CLC","CLARCOR INC."
"1240581","CSBK","CSBK","CLIFTON SAVINGS BANCORP INC"
"21076","CLX","CLX","CLOROX CO /DE/"
"1516079",,,"CLOUD SECURITY CORP."
"1578348","CMFN","CMFN","CM Finance Inc"
"1350072","CMSB","CMSB","CMS Bancorp, Inc."
"1164012",,,"CN Dragon Corp"
"1494809",,,"CN Resources Inc."
"822370",,,"MYnd Analytics, Inc."
"1116132","COH","COH","COACH INC"
"1007019","JVA","JVA","COFFEE HOLDING CO INC"
"21510","COHR","COHR","COHERENT INC"
"1566561",,,"MAGICSTEM GROUP CORP."
"1089143","CLCT","CLCT","COLLECTORS UNIVERSE INC"
"1344394",,,"COLORADO GOLDFIELDS INC."
"1581316",,,"COLORADO INCOME HOLDINGS INC"
"1005229","CMCO","CMCO","COLUMBUS MCKINNON CORP"
"1179484","CDCO","CDCO","COMDISCO HOLDING CO INC"
"864509","MOC","MOC","COMMAND SECURITY CORP"
"22444","CMC","CMC","COMMERCIAL METALS CO"
"1169561","CVLT","CVLT","COMMVAULT SYSTEMS INC"
"23082","CSC","CSC","COMPUTER SCIENCES CORP"
"859014","CPWR","CPWR","COMPUWARE CORP"
"23197","CMTL","CMTL","COMTECH TELECOMMUNICATIONS CORP /DE/"
"1005101",,,"CONCIERGE TECHNOLOGIES INC"
"1066026","CNQR","CNQR","CONCUR TECHNOLOGIES INC"
"749038","CCUR","CCUR","CONCURRENT COMPUTER CORP/DE"
"921500","CGX","CGX","CONSOLIDATED GRAPHICS INC /TX/"
"16918","STZ","STZ","CONSTELLATION BRANDS, INC."
"1006830","CBKM","CBKM","CONSUMERS BANCORP INC /OH/"
"711404","COO","COO","COOPER COMPANIES INC"
"24491","CTB","CTB","COOPER TIRE & RUBBER CO"
"900075","CPRT","CPRT","COPART INC"
"715446","ITUS","ITUS","ITUS Corp"
"1551887",,,"CORECOMM SOLUTIONS INC."
"1063665","CONX","CONX","CORGENIX MEDICAL CORP/CO"
"1066134","COCO","COCO","CORINTHIAN COLLEGES INC"
"874866","CRVL","CRVL","CORVEL CORP"
"1575295",,,"COSMO VENTURES INC"
"909832","COST","COST","COSTCO WHOLESALE CORP /NEW"
"1024305","COTY","COTY","COTY INC."
"1236997","CPAH","CPAH","COUNTERPATH CORP"
"1171162",,,"COUNTRY FAIR INC"
"25212","CRRC","CRRC","COURIER Corp"
"1515003",,,"CPI International Holding Corp."
"1067294","CBRL","CBRL","CRACKER BARREL OLD COUNTRY STORE, INC"
"1394638",,,"CREATIVE LEARNING Corp"
"895419","CREE","CREE","CREE INC"
"1093207","CRDS","CRDS","CROSSROADS SYSTEMS INC"
"25895","CRWS","CRWS","CROWN CRAFTS INC"
"1098009",,,"CROWN MARKETING"
"356037","CSPI","CSPI","CSP INC /MA/"
"20629","CSS","CSS","CSS INDUSTRIES INC"
"319156","CBNR","CBNR","CUBIC ENERGY INC"
"723603","CFI","CFI","CULP INC"
"1353614",,,"CURRENCYSHARES AUSTRALIAN DOLLAR TRUST"
"1353611",,,"CURRENCYSHARES BRITISH POUND STERLING TRUST"
"1353612",,,"CURRENCYSHARES CANADIAN DOLLAR TRUST"
"1519405",,,"CURRENCYSHARES CHINESE RENMINBI TRUST"
"1328598",,,"CURRENCYSHARES EURO TRUST"
"1353613",,,"CURRENCYSHARES JAPANESE YEN TRUST"
"1353616",,,"CURRENCYSHARES SWEDISH KRONA TRUST"
"1353615",,,"CURRENCYSHARES SWISS FRANC TRUST"
"768408","CYAN","CYAN","CYANOTECH CORP"
"864683","CYBX","CYBX","CYBERONICS INC"
"1175680",,,"CYTODYN INC"
"1383088",,,"CYTTA CORP."
"1521762",,,"Cadista Holdings Inc."
"1490906","CFFN","CFFN","Capitol Federal Financial Inc"
"1352081",,,"Cardinal Ethanol LLC"
"1089029","CGNH","CGNH","CardioGenics Holdings Inc."
"1180145","CSII","CSII","Cardiovascular Systems Inc"
"1530425",,,"Cassidy Ventures Inc."
"1311538","ROX","ROX","Castle Brands Inc"
"1416083",,,"Catalent Pharma Solutions, Inc."
"1376793",,,"Cavitation Technologies, Inc."
"1355250",,,"Cellceutix CORP"
"1542627",,,"Cellular Concrete Technologies, Inc."
"1527624",,,"Centor Energy, Inc."
"1505366",,,"Century Acquisition Corp"
"1491830",,,"Centurytouch Ltd"
"767884","CERE","CERE","Ceres, Inc."
"1478726","CHFN","CHFN","CHARTER FINANCIAL CORP"
"1392363","CADC","CADC","China Advanced Construction Materials Group, Inc"
"1338460",,,"China Ginseng Holdings Inc"
"860543",,,"China Grand Resorts, Inc."
"857949","CGA","CGA","China Green Agriculture, Inc."
"1309057",,,"China Health Industries Holdings, Inc."
"1123493",,,"China Logistics Group Inc"
"1479526",,,"China Modern Agricultural Information, Inc."
"1044577","CPSL","CPSL","China Precision Steel, Inc."
"1479382",,,"China Xibolun Technology Holdings Corp"
"1518487",,,"China Xuefeng Environmental Engineering Inc."
"847464","CYIG","CYIG","China YCT International Group, Inc."
"1459482",,,"Chineseinvestors.com, Inc."
"1173204","CIDM","CIDM","Cinedigm Corp."
"1473971",,,"Citadel EFT, Inc."
"1367859","CZWI","CZWI","Citizens Community Bancorp Inc."
"1508594",,,"City Media, Inc."
"1382219",,,"6D Global Technologies, Inc"
"796505","CLFD","CLFD","Clearfield, Inc."
"1362516",,,"Cleartronic, Inc."
"1592329",,,"Clifton Bancorp Inc."
"1498388",,,"Clone Algo Inc."
"1487659",,,"Cross Click Media Inc."
"931059","RNVA","RNVA","Rennova Health, Inc."
"1518380",,,"Buscar Co"
"1242513",,,"Computer Graphics International Inc."
"1414382",,,"Concrete Leveling Systems Inc"
"1387976",,,"Consorteum Holdings, Inc."
"1409175",,,"Contact Minerals Corp."
"1411688","TCS","TCS","Container Store Group, Inc."
"1502377",,,"Contango ORE, Inc."
"1583771","CTRV","CTRV","ContraVir Pharmaceuticals, Inc."
"1338242",,,"Cornerworld Corp"
"1582244","CNIG","CNIG","Corning Natural Gas Holding Corp"
"1448900",,,"Coronus Solar Inc."
"1380713",,,"Cortronix Biomedical Advancement Technologies Inc."
"1385187","COV","COV","Covidien plc"
"1563699","COVS","COVS","Covisint Corp"
"1328670",,,"CrowdGather, Inc."
"1487439",,,"Crown Alliance Capital Ltd"
"1124524",,,"Cryoport, Inc."
"1123316","CRVP","CRVP","Crystal Rock Holdings, Inc."
"1433994",,,"CurrencyShares Singapore Dollar Trust"
"1433997",,,"CurrencyShares South African Rand Trust"
"880562",,,"DAEGIS INC."
"1182737",,,"DAKOTA TERRITORY RESOURCE CORP"
"915779","DAKT","DAKT","DAKTRONICS INC /SD/"
"1511325",,,"PORTUS Corp"
"940944","DRI","DRI","DARDEN RESTAURANTS INC"
"27093","DRAM","DRAM","DATARAM CORP"
"792130","DWCH","DWCH","DATAWATCH CORP"
"1450552",,,"DAVI LUXURY BRAND GROUP, INC."
"351231","DWSN","DWSN","DAWSON GEOPHYSICAL CO"
"1487906",,,"CACHET FINANCIAL SOLUTIONS, INC."
"869495","DWOG","DWOG","DEEP WELL OIL & GAS INC"
"315189","DE","DE","DEERE & CO"
"27673",,,"DEERE JOHN CAPITAL CORP"
"1382462",,,"DEL TORO SILVER CORP."
"1101396","DLA","DLA","DELTA APPAREL, INC"
"277375","DGAS","DGAS","DELTA NATURAL GAS CO INC"
"1099369",,,"DESTINY MEDIA TECHNOLOGIES INC"
"730464","DV","DV","DEVRY EDUCATION GROUP INC."
"28561","DEWY","DEWY","DEWEY ELECTRONICS CORP"
"1271625","DLLR","DLLR","DFC GLOBAL CORP."
"854775","DGII","DGII","DIGI INTERNATIONAL INC"
"1016951",,,"DIGITAL CREATIVE DEVELOPMENT CORP"
"1534263",,,"DINO ENERGY Corp"
"1453099",,,"CEREBAIN BIOTECH CORP."
"1557644",,,"GREENWOOD HALL, INC."
"785557","TSTF","TSTF,DLHC","DLH Holdings Corp."
"29644","DCI","DCI","DONALDSON CO INC"
"1499361",,,"DTS8 COFFEE COMPANY, LTD."
"67215","DY","DY","DYCOM INDUSTRIES INC"
"890908","DYII","DYII","DYNACQ HEALTHCARE INC"
"30831","DYSL","DYSL","DYNASIL CORP OF AMERICA"
"720875","DYNT","DYNT","DYNATRONICS CORP"
"1507196",,,"Dakota Creek Minerals Inc."
"1530163",,,"Darkstar Ventures, Inc."
"1164256",,,"Daybreak Oil & Gas, Inc."
